img,id,length
img_497,499,3.05429269
img_280,11,3.08487539
img_106,311,3.84265869
img_155,607,3.75846807
img_471,366,3.60673922
img_286,346,3.46368471
img_282,132,3.95417063
img_48,401,3.60470564
img_574,772,3.89327484
img_138,140,3.88517292
img_90,97,4.09017124
img_227,386,3.50733041
img_277,1270,3.9141622
img_124,630,3.70175377
img_16,166,3.86582907
img_259,78,3.94737117
img_228,371,3.59791251
img_128,312,3.53605982
img_524,982,3.68764592
img_205,477,4.36816929
img_200,1578,3.69318309
img_280,586,3.52646659
img_328,14,4.11991436
img_78,679,3.67506361
img_31,208,3.99988346
img_127,11,4.06122375
img_44,456,3.51841764
img_92,48,4.21470415
img_394,362,3.7937729
img_386,240,3.47035597
img_373,93,4.48029705
img_243,35,3.95685705
img_21,4,3.93045235
img_341,18,3.35495401
img_33,295,3.93627961
img_531,23,3.69283054
img_493,250,3.84113561
img_120,75,3.90082329
img_156,213,3.59769426
img_282,1597,3.75247721
img_425,108,4.26604531
img_521,1746,3.94096342
img_286,7,3.56230998
img_288,245,3.65594526
img_282,1114,3.86154034
img_493,422,3.94988759
img_77,1260,4.15023613
img_71,455,3.49714955
img_264,194,3.84291678
img_171,255,3.63693105
img_49,283,3.84886634
img_534,186,3.81063142
img_91,21,3.72632819
img_99,18,4.14254551
img_277,156,4.43224255
img_303,673,3.762532
img_40,450,3.88721817
img_328,62,3.83346355
img_434,302,4.1220738
img_3,325,3.8795325
img_158,841,3.81947656
img_41,333,3.59658781
img_196,760,3.81096092
img_129,574,3.47972274
img_272,828,3.94120046
img_25,321,3.85600671
img_306,367,3.54382576
img_280,607,3.60370656
img_573,34,3.80271607
img_54,161,4.0522318
img_302,448,3.88495295
img_64,18,3.68996546
img_338,370,3.51804557
img_211,347,4.2820005
img_4,195,3.92133382
img_518,159,3.97825933
img_243,260,3.86363867
img_522,902,3.33665722
img_119,240,3.79233253
img_111,1430,3.40733659
img_502,285,4.14715046
img_271,854,4.18080975
img_197,185,3.86791296
img_7,684,3.65251927
img_40,447,4.24304904
img_241,297,3.70101867
img_92,465,3.50063603
img_530,184,3.63266001
img_474,28,3.68163011
img_117,131,4.06432665
img_364,268,3.88800063
img_259,687,3.95675218
img_524,314,4.03488553
img_339,6,4.16069591
img_522,978,3.36997313
img_90,255,3.73224976
img_47,175,3.88772671
img_118,182,4.01855177
img_523,90,3.95834724
img_247,90,3.89326828
img_296,44,3.64566743
img_301,984,3.98564764
img_523,884,4.07665878
img_204,209,4.14162816
img_195,390,3.64974646
img_45,496,2.86872986
img_20,1082,3.5549982
img_19,945,3.73410198
img_187,60,3.95709245
img_78,1760,3.57126325
img_507,56,4.05917911
img_218,272,3.85290142
img_11,464,3.4253855
img_126,92,4.01210042
img_293,22,4.15727605
img_383,20,3.83202925
img_500,297,3.95750399
img_502,337,4.18786601
img_259,1015,3.78282554
img_293,260,4.04122757
img_375,268,3.98396615
img_45,150,3.76732755
img_498,594,3.63165701
img_19,281,3.79225658
img_375,981,4.27397715
img_68,11,3.97893647
img_237,77,3.42556255
img_286,130,3.5169205
img_304,142,4.15729594
img_92,420,3.97837848
img_572,278,4.27960829
img_572,366,3.9406921
img_574,372,3.92237002
img_200,2035,3.59977236
img_338,946,3.63283644
img_171,436,3.50546332
img_16,183,3.9965369
img_11,196,3.91755407
img_546,609,4.18302006
img_305,999,3.738231
img_128,241,3.58202442
img_226,436,3.57220053
img_272,180,4.04551494
img_158,337,4.06772673
img_278,185,3.77859364
img_131,158,4.01467958
img_307,63,3.60368157
img_421,221,3.86442839
img_375,419,3.81181987
img_377,126,3.35128994
img_293,159,4.05833645
img_341,124,3.40146227
img_492,622,3.64656126
img_574,528,4.04266749
img_203,246,4.01555696
img_201,288,3.87970946
img_211,370,4.00494813
img_525,147,4.02391151
img_42,387,3.49721415
img_129,314,3.44305816
img_154,705,3.63773916
img_38,300,4.25487284
img_301,906,3.88728522
img_565,253,3.88389555
img_288,709,3.44851107
img_77,772,4.40708856
img_498,241,3.79648538
img_500,249,4.19192534
img_280,545,3.74640947
img_277,525,4.20604779
img_532,420,3.42603798
img_394,130,3.96636514
img_66,199,3.38599558
img_191,1874,3.60646664
img_253,558,4.31245377
img_73,54,4.26862253
img_20,457,3.65483586
img_247,337,3.69149371
img_330,458,3.86940587
img_53,178,3.87226948
img_292,405,3.93868177
img_173,142,4.13827456
img_92,736,3.75442266
img_375,779,4.18536009
img_58,50,3.95202457
img_73,564,4.03761931
img_26,182,3.2026179
img_338,29,4.34952605
img_138,252,3.58580069
img_247,252,3.72835586
img_62,112,3.76625791
img_281,519,4.02303464
img_283,504,3.78885275
img_524,156,3.9858493
img_126,338,3.89369632
img_251,433,3.65119373
img_95,250,3.64263967
img_28,877,3.8266431
img_40,103,3.99332979
img_338,170,3.73379727
img_57,518,3.75974667
img_429,256,3.8223424
img_487,354,3.70827908
img_462,611,3.89961687
img_24,796,3.53999086
img_138,124,3.65905346
img_280,550,3.80969845
img_429,201,3.97113451
img_563,55,3.7260013
img_27,130,3.26866398
img_272,891,3.98069505
img_374,182,4.16668102
img_534,168,3.65170359
img_14,907,3.59606752
img_277,1193,3.92730395
img_435,34,4.39273039
img_272,856,3.90948137
img_226,267,3.530037
img_394,166,3.6600018
img_303,396,3.97645429
img_521,611,4.0904871
img_393,267,3.87877482
img_270,191,4.61211309
img_292,756,2.83192124
img_385,279,3.95608021
img_29,267,3.61922081
img_306,170,3.74158023
img_48,140,3.94756001
img_521,688,4.26238488
img_12,171,4.00197083
img_42,283,3.6299584
img_306,281,3.74645109
img_195,212,3.23219876
img_45,204,3.6054753
img_48,308,3.59924919
img_524,1041,3.73930568
img_271,285,4.05826226
img_375,186,3.8565268
img_46,191,3.80165294
img_280,34,3.96472393
img_272,573,3.9858049
img_204,231,4.11990711
img_301,1361,4.01632019
img_128,380,3.01254057
img_474,266,3.59599277
img_28,139,3.88178501
img_62,582,3.68781892
img_151,184,3.28026664
img_26,148,3.60921644
img_330,358,3.93300769
img_62,167,4.02066967
img_339,167,3.44431649
img_486,396,4.06043769
img_277,1336,3.72633835
img_255,28,3.90014326
img_69,214,3.6646112
img_375,597,4.16035419
img_331,11,3.12798026
img_297,49,3.64581366
img_198,88,3.67828894
img_515,261,3.4629485
img_211,209,4.38118467
img_542,13,3.56527744
img_336,578,3.19602985
img_106,99,3.86518497
img_226,534,3.36333006
img_375,744,4.05918543
img_366,149,4.32198993
img_266,172,2.95662435
img_110,288,3.96546861
img_13,294,4.30315993
img_302,214,4.00384986
img_12,702,3.80828541
img_200,510,3.77696337
img_153,10,3.963506
img_334,304,3.69286878
img_499,904,3.45280782
img_201,275,3.79791642
img_236,297,3.37664541
img_116,281,3.92084748
img_522,823,3.35287986
img_383,3,4.00035484
img_201,1210,3.36806826
img_306,432,3.31406411
img_522,413,3.48665979
img_1,494,3.71687708
img_77,1521,3.55285587
img_111,1506,3.11697351
img_24,435,3.65480829
img_488,110,4.09650751
img_291,99,3.79832974
img_72,411,3.71010788
img_499,77,3.88413527
img_157,158,3.90136672
img_2,177,3.92137992
img_95,288,3.80019364
img_283,507,3.74703404
img_274,62,3.9117422
img_72,523,4.05084268
img_304,44,4.19211818
img_192,751,3.85443401
img_515,472,3.92928241
img_19,666,3.69495259
img_201,759,3.34847653
img_253,747,4.16675255
img_474,421,3.73950633
img_116,477,3.92288428
img_110,346,3.83382615
img_493,8,3.57471898
img_126,44,3.98276558
img_230,777,3.35444004
img_182,132,3.98195718
img_253,1306,4.19301313
img_434,153,4.41414636
img_253,1162,4.37116371
img_45,97,3.7615918
img_303,824,3.66779085
img_69,149,3.88443283
img_131,287,3.76853451
img_5,597,3.77702871
img_329,220,4.11807498
img_191,618,3.64649016
img_137,242,3.52820889
img_499,812,3.6517185
img_13,562,3.93944534
img_156,9,4.72357339
img_6,865,3.93078361
img_362,506,3.72218791
img_375,651,4.10177409
img_197,235,3.94740115
img_338,231,3.39851807
img_495,621,4.29980091
img_421,244,3.60767625
img_116,249,3.85849522
img_126,414,3.50810898
img_320,244,3.80577364
img_20,1158,3.64924827
img_532,348,3.54413653
img_271,600,3.87015378
img_284,50,3.90535362
img_529,12,3.77404608
img_23,19,3.94755317
img_496,459,3.92510938
img_46,861,3.2896989
img_523,655,3.82991479
img_129,205,3.68003538
img_391,90,3.64143646
img_256,10,3.75102799
img_532,389,3.54939356
img_92,369,3.19991023
img_498,414,3.59807391
img_522,958,3.33964115
img_385,24,3.76195751
img_196,1053,3.64746545
img_204,858,3.66492684
img_537,196,3.64472422
img_386,56,3.54223852
img_258,585,3.81070405
img_230,628,3.41134245
img_101,260,3.36476111
img_288,938,3.30419523
img_524,1088,3.85365298
img_536,10,3.8776211
img_24,727,3.88002903
img_13,1262,3.85223803
img_338,962,3.4187766
img_276,331,3.34261001
img_196,1795,3.71906937
img_521,1708,4.07324492
img_78,1341,3.77775593
img_494,374,3.96548849
img_461,209,3.95771241
img_36,91,3.88177292
img_13,1015,3.98797442
img_2,733,3.75719567
img_271,264,3.83733808
img_504,27,3.73084079
img_530,307,3.89332439
img_472,507,3.87287649
img_499,1070,3.37054196
img_338,738,3.53827231
img_96,112,4.30167511
img_544,2,3.90683351
img_302,425,4.00543167
img_309,30,3.7189382
img_463,396,4.18645642
img_311,160,3.61072193
img_21,267,3.77426816
img_536,621,3.74996249
img_196,783,3.74419731
img_498,538,3.63339615
img_275,331,3.83761829
img_288,113,3.69846392
img_266,293,3.19975224
img_326,26,4.11992877
img_288,622,3.46573844
img_253,978,3.94440278
img_1,353,3.76825923
img_544,18,3.78163076
img_228,359,3.59036917
img_189,11,3.89400358
img_112,47,4.08317869
img_74,16,4.0434521
img_205,459,3.8607762
img_516,43,4.16251537
img_341,395,3.44691928
img_338,839,3.1750771
img_381,103,3.5260875
img_6,896,3.7758788
img_288,428,3.49232762
img_327,11,4.42705519
img_523,3,4.26323171
img_21,335,3.64996163
img_277,1103,4.28975315
img_56,7,3.81251284
img_524,554,3.97441463
img_562,281,3.68280947
img_326,240,3.91001103
img_380,100,3.60877029
img_129,194,3.67044397
img_331,157,4.00454343
img_311,97,3.82509789
img_505,581,4.23390501
img_203,50,3.99568318
img_61,467,3.7048895
img_191,1699,3.78936164
img_523,8,3.95968331
img_200,1236,3.61384081
img_197,486,3.61573306
img_250,303,3.63631952
img_226,639,3.57038482
img_532,60,3.67153268
img_239,132,3.38913317
img_233,17,4.436476
img_123,320,3.06712359
img_204,677,3.89286229
img_19,311,4.06958531
img_109,322,3.73252936
img_57,324,3.64786469
img_196,1072,3.57611264
img_429,30,4.27075661
img_193,327,3.48685179
img_152,700,3.82204602
img_432,185,3.96275048
img_129,983,2.84491017
img_522,460,3.42347138
img_102,45,3.77080735
img_112,42,4.14368912
img_19,120,3.89895319
img_193,190,3.1365423
img_301,1205,3.8406669
img_28,1209,4.16645485
img_3,427,3.92839848
img_126,256,3.55840441
img_152,506,3.88996541
img_46,90,4.11011371
img_518,115,3.93985881
img_515,59,3.89138775
img_23,159,4.06667023
img_156,297,3.80935134
img_523,15,4.25329237
img_498,640,3.35707112
img_340,190,3.66391577
img_385,584,3.78273986
img_87,31,4.10670069
img_20,537,3.41454743
img_62,127,3.6348431
img_396,85,3.99442414
img_396,349,3.94958919
img_293,405,3.70497907
img_139,79,3.65014087
img_498,386,3.59064995
img_116,404,3.21216032
img_473,105,3.96358622
img_505,450,3.91573049
img_523,700,3.94710378
img_107,13,3.52033229
img_28,1380,3.80049537
img_30,163,3.6179996
img_196,4,4.10764096
img_364,57,3.93572162
img_114,221,3.69684719
img_129,613,3.64715073
img_96,159,4.08923654
img_362,292,3.80926442
img_572,305,3.17201728
img_521,916,4.16483005
img_1,123,3.86838364
img_475,31,3.74807211
img_258,101,3.75180138
img_52,35,3.91420406
img_572,487,4.05668634
img_72,199,4.35103461
img_274,252,3.66155906
img_197,264,3.54090938
img_296,197,3.83793293
img_15,227,3.95143269
img_119,153,3.80816065
img_521,103,4.78262009
img_281,652,3.84653385
img_490,313,4.18077696
img_434,321,4.08434058
img_279,235,3.80704433
img_499,1012,3.67292847
img_488,404,3.97995876
img_498,1084,3.54974909
img_379,141,3.64404363
img_371,257,4.09910566
img_236,351,3.38955035
img_472,912,3.63092212
img_277,1158,3.52343431
img_486,674,3.62055663
img_496,336,4.19049028
img_522,929,3.44511999
img_136,224,3.34276109
img_158,65,3.86980082
img_426,120,4.16228363
img_17,516,3.85056183
img_287,620,3.30084846
img_497,354,3.67945622
img_385,252,4.11556669
img_91,110,3.60646446
img_371,336,3.87753983
img_546,876,3.8671926
img_495,779,4.36183712
img_77,864,3.49553275
img_266,331,3.05448244
img_261,102,3.99133029
img_531,199,3.65073571
img_12,533,3.88824756
img_487,250,3.97916647
img_92,215,4.03210782
img_129,387,3.72700149
img_490,225,3.78240822
img_172,110,3.94599331
img_518,116,4.15532482
img_540,255,3.77767082
img_246,381,3.56874893
img_71,272,3.80607592
img_498,353,3.58875065
img_292,155,3.16316663
img_28,964,3.4771839
img_496,156,4.14405115
img_501,76,4.04325953
img_524,130,3.88298479
img_13,1039,3.85261976
img_434,212,3.97314555
img_228,177,3.70621047
img_246,216,3.12202607
img_432,96,3.91995476
img_366,520,4.36766027
img_57,417,3.48882342
img_78,603,3.89354588
img_7,831,2.90789927
img_106,631,3.36497777
img_108,71,4.10071251
img_331,595,4.01130847
img_302,294,4.00385547
img_249,6,3.8511182
img_154,278,3.8739523
img_192,505,4.13243024
img_1,385,3.77373854
img_191,726,3.71896809
img_17,694,3.50069159
img_27,507,3.09373071
img_6,450,3.70240481
img_184,63,4.15986476
img_256,691,3.60330245
img_57,489,3.67315095
img_542,21,3.85912372
img_387,351,3.3169764
img_40,553,3.83423379
img_124,300,4.04706285
img_36,2,4.16448339
img_129,171,3.70070826
img_259,461,3.76363842
img_372,94,3.79098892
img_487,466,3.66757232
img_226,16,3.60544525
img_12,170,3.70334831
img_411,887,3.63165182
img_524,323,4.04914716
img_573,910,3.80899669
img_66,63,3.67540254
img_72,205,4.05706232
img_265,102,3.98521166
img_489,179,4.03703346
img_61,1072,3.46172044
img_371,38,4.06123686
img_71,140,3.7659582
img_394,19,3.80776793
img_536,154,3.68972284
img_498,733,3.30948475
img_529,73,3.42143489
img_574,748,4.31685716
img_513,164,4.32220781
img_330,553,3.8987511
img_191,662,3.57947504
img_282,1111,4.45884197
img_516,171,3.89123766
img_95,243,4.51358092
img_305,78,3.75870052
img_574,721,3.33659968
img_46,441,3.69872881
img_124,118,3.76668866
img_13,963,3.9250536
img_513,436,4.03736723
img_301,153,4.00584349
img_88,114,4.22312588
img_532,23,3.81570724
img_121,144,3.88450623
img_328,284,3.95985803
img_108,254,3.83540552
img_116,293,4.0922626
img_270,271,3.97483187
img_281,35,4.17884542
img_486,747,4.23880096
img_16,112,3.9310347
img_119,171,4.02536002
img_312,150,3.58889017
img_200,1395,3.75479113
img_299,25,3.76792555
img_139,352,3.42376378
img_73,119,3.57192163
img_196,717,3.77391065
img_574,993,3.65339917
img_156,517,3.88760154
img_271,913,3.76306047
img_299,93,3.40648769
img_200,1925,3.66589936
img_257,363,3.63615742
img_20,351,3.65356308
img_153,339,3.8166419
img_411,824,3.57061772
img_271,667,3.77483377
img_529,171,3.33622454
img_211,302,4.23604201
img_195,786,3.58049625
img_257,479,3.91614462
img_110,301,4.01583326
img_103,170,3.44840695
img_19,670,3.94084734
img_129,642,3.4974766
img_283,242,3.82689481
img_521,1721,4.37139667
img_153,2,4.06330399
img_272,455,3.94143652
img_524,760,3.7693799
img_264,351,3.46332204
img_375,253,3.64550711
img_196,1357,4.15282033
img_263,25,4.22915497
img_212,15,3.95595835
img_2,992,3.57455288
img_501,156,4.11247717
img_155,382,3.99343541
img_486,47,3.84662755
img_5,480,3.67603076
img_6,422,3.99236029
img_463,26,3.78489976
img_220,275,3.71374014
img_20,127,3.65006911
img_377,236,3.4031242
img_524,621,3.84942783
img_498,1243,3.4577064
img_526,99,3.55794614
img_491,364,4.42928965
img_525,124,3.83303184
img_152,915,3.77952735
img_365,6,3.99873073
img_38,100,4.2614295
img_48,182,3.71969583
img_255,159,3.64756638
img_572,129,4.23290803
img_140,307,3.11854461
img_200,434,3.9674707
img_249,102,3.55252572
img_305,126,3.86742726
img_27,57,3.33042773
img_522,200,3.48483626
img_286,1143,3.33022019
img_69,285,3.6305594
img_330,124,4.00943574
img_221,907,4.05537575
img_111,1460,3.55081431
img_228,159,3.63084879
img_366,399,4.17745504
img_373,313,4.09154776
img_203,31,3.92502021
img_544,35,3.76113909
img_78,1143,3.70749626
img_33,1001,4.0446054
img_73,354,3.77614766
img_72,63,4.46240261
img_26,551,3.67414377
img_43,94,3.65853274
img_462,979,3.67047173
img_126,457,3.60064528
img_92,1193,3.93310859
img_221,735,3.48258005
img_525,466,3.88522998
img_288,248,3.55034325
img_188,160,3.68898648
img_122,281,3.83009101
img_203,175,3.99539927
img_292,793,2.82302791
img_107,426,3.35649551
img_49,14,4.02210552
img_194,1146,3.7901368
img_25,199,4.04564676
img_206,62,4.28374599
img_196,1518,3.46783545
img_198,426,3.83789432
img_71,276,3.6748724
img_533,230,3.6850902
img_513,292,4.00598954
img_78,602,4.04593149
img_494,290,3.78571218
img_386,311,2.9096893
img_432,184,4.02059306
img_191,1834,3.6943399
img_330,407,3.77513466
img_563,186,3.6626659
img_411,725,3.90538009
img_196,423,3.72100363
img_17,682,3.7873719
img_533,214,3.48504035
img_108,241,3.70028246
img_512,65,4.20840566
img_380,12,4.29026039
img_94,367,3.68045145
img_42,281,3.47292703
img_204,553,4.18181847
img_204,410,4.08091125
img_301,1304,3.76238312
img_306,361,3.52493139
img_156,642,3.46139332
img_245,11,4.0339348
img_47,187,3.73270895
img_303,493,3.75208803
img_71,354,3.79683133
img_286,549,3.28392046
img_379,89,4.43119689
img_20,669,3.72692347
img_275,217,3.74834155
img_198,76,4.12936046
img_208,24,4.48839623
img_195,362,3.61464355
img_171,184,4.0907722
img_365,28,4.03957791
img_534,11,3.68376616
img_499,850,3.54123322
img_573,220,3.94723293
img_493,343,3.81387628
img_505,281,4.39517143
img_2,321,4.19973444
img_515,48,3.92690275
img_60,95,4.15122322
img_200,1386,3.83634173
img_525,34,4.05263294
img_245,79,3.98428855
img_252,503,4.046165
img_49,309,3.81892435
img_2,149,4.00335363
img_154,98,4.10497225
img_306,195,3.60562858
img_152,554,4.05762079
img_246,402,3.62547843
img_256,61,3.74909997
img_255,533,3.77214438
img_536,336,3.5259823
img_220,223,3.50638189
img_281,313,3.93380937
img_561,246,3.8407384
img_362,421,3.65481257
img_266,186,3.20024947
img_16,219,3.9139065
img_472,742,3.78680357
img_376,223,4.33682317
img_572,15,4.16148427
img_505,288,4.07183421
img_158,190,3.90080853
img_287,264,3.27555202
img_194,249,4.15500078
img_288,893,3.61984276
img_530,404,3.65067427
img_33,874,3.84499188
img_111,266,4.36022577
img_505,653,3.73996071
img_173,138,4.1515878
img_200,1972,3.83043116
img_429,294,4.06488566
img_40,297,3.97392428
img_502,346,4.01098071
img_134,77,4.22274871
img_500,240,4.14264279
img_498,792,3.26985847
img_29,152,3.83704744
img_74,5,3.95793299
img_158,75,3.93562934
img_521,1635,4.00240694
img_487,3,4.08602763
img_495,374,4.37404861
img_471,470,3.73253661
img_120,183,3.53994597
img_26,972,3.15534104
img_7,5,4.2000177
img_363,2,4.25653959
img_13,1079,4.62919531
img_428,16,3.88561531
img_562,31,3.89738109
img_246,65,4.10810913
img_528,158,3.72518357
img_504,15,4.00179127
img_336,227,3.47979216
img_338,444,3.54162382
img_53,533,3.37820952
img_573,1004,3.77430468
img_490,92,4.07661471
img_53,511,3.9223936
img_185,112,3.86430898
img_124,44,4.25531934
img_50,272,3.56764719
img_238,11,3.80472377
img_124,245,3.76171354
img_33,450,4.17470162
img_108,176,4.0022435
img_131,116,4.05249153
img_51,522,3.71578673
img_546,186,4.21937586
img_157,213,4.02144943
img_372,118,3.79962206
img_51,320,3.62044874
img_14,712,3.50916107
img_499,748,3.60196159
img_521,1645,4.11528394
img_253,36,4.45754731
img_252,315,4.15310884
img_392,143,3.93449742
img_272,295,3.92939485
img_574,503,3.87119732
img_272,148,3.9704025
img_126,124,3.64586933
img_28,1316,3.46722415
img_72,541,4.16267896
img_251,350,3.6566867
img_201,589,3.76573727
img_502,258,4.64589003
img_385,363,3.83125018
img_157,106,4.03921702
img_301,781,3.78211819
img_372,152,3.37461023
img_254,450,4.12268742
img_362,409,3.75170815
img_155,82,3.75433444
img_221,799,3.33587715
img_522,109,3.55538047
img_381,92,4.07068861
img_306,470,3.99148542
img_230,406,3.41240368
img_27,106,3.45385201
img_573,866,3.83038741
img_38,363,4.00282403
img_42,73,3.4897446
img_92,184,4.03158051
img_426,199,4.0570364
img_200,343,3.92497929
img_371,445,3.91925223
img_245,128,3.84215926
img_13,1322,3.90666566
img_521,115,4.51661351
img_194,298,3.87656992
img_208,27,4.32669515
img_522,815,3.34693565
img_154,1050,3.70159127
img_462,848,4.04722769
img_496,165,3.67911508
img_387,613,3.08813867
img_375,1560,3.96063573
img_62,287,3.86292855
img_362,25,3.89045419
img_269,288,3.81819955
img_385,504,3.6994386
img_185,56,3.98931788
img_473,124,3.778041
img_538,577,4.03756688
img_171,348,3.58590981
img_517,80,4.14227608
img_518,120,4.06507561
img_52,112,3.96768402
img_574,152,3.77422729
img_20,758,3.65291146
img_259,731,3.55394911
img_60,596,3.46571458
img_19,635,3.77438033
img_191,1501,3.44628668
img_574,264,4.61890723
img_139,304,3.72180349
img_89,218,4.044001
img_326,358,4.12759467
img_535,7,3.64199164
img_200,195,3.79676853
img_462,54,4.43834822
img_172,285,4.73043056
img_271,853,3.51688991
img_292,194,3.9211636
img_338,1102,3.70792079
img_461,36,3.89360019
img_127,390,3.58854223
img_493,178,3.55939631
img_3,107,4.32230726
img_243,80,3.94297853
img_498,1195,3.54957407
img_13,624,3.92168548
img_5,657,3.86332126
img_220,351,3.85639732
img_24,560,3.62209116
img_376,165,3.92535189
img_499,116,3.71530393
img_304,802,4.0023835
img_134,480,3.38008798
img_494,95,4.41291746
img_488,165,4.02717048
img_522,667,3.44149091
img_499,894,3.63431399
img_565,922,3.39903195
img_137,397,3.58843524
img_197,143,3.76665022
img_532,513,3.7714214
img_573,40,3.74759486
img_106,365,3.59224959
img_564,331,3.6826996
img_85,107,4.01234305
img_201,811,3.56123032
img_46,365,3.57785065
img_61,360,3.51656657
img_486,141,4.13777708
img_73,520,3.89247145
img_255,235,3.65917913
img_524,952,3.8382774
img_12,1075,3.68198109
img_114,75,4.06939029
img_373,344,4.10039801
img_496,135,4.08352279
img_187,33,4.07209377
img_375,676,4.37132298
img_494,418,3.6942826
img_103,174,3.56903146
img_202,43,4.33581677
img_371,466,4.13922408
img_78,1159,3.76437814
img_464,147,3.94517037
img_545,8,3.97516239
img_250,80,3.70424369
img_411,652,3.79322071
img_200,1036,3.7078179
img_155,126,4.05928606
img_5,275,3.70784922
img_392,210,3.74817616
img_33,99,3.97925378
img_375,1394,4.08677788
img_220,233,3.61565698
img_85,83,4.00240476
img_574,121,3.89854555
img_12,1109,3.57380819
img_546,783,3.47579897
img_45,252,3.68607908
img_137,155,3.84159596
img_314,297,4.02336329
img_532,562,3.56729001
img_196,127,3.7847814
img_72,59,4.02137874
img_112,462,3.86078548
img_245,122,3.82868595
img_545,217,3.8039195
img_264,290,3.6821763
img_13,1578,3.85440701
img_71,135,3.93273734
img_330,462,4.01439349
img_21,422,3.65107488
img_338,287,3.8180907
img_45,56,3.78739463
img_30,43,3.41670921
img_17,482,3.65576377
img_472,1188,3.6990952
img_64,28,3.89477577
img_15,490,3.81520591
img_565,950,3.52576564
img_523,1041,3.62645549
img_68,166,3.92359389
img_301,236,3.80377879
img_12,570,3.82035536
img_27,460,3.17167445
img_338,663,3.57926311
img_24,668,3.74140414
img_277,1226,3.55242238
img_378,392,3.69601377
img_102,215,3.52196051
img_387,212,3.61552778
img_328,421,4.22492445
img_258,643,3.60745054
img_236,189,3.10035236
img_115,182,3.55942195
img_20,280,3.86958443
img_293,143,4.02621678
img_78,86,3.80370536
img_119,366,3.72441343
img_384,101,3.67711835
img_28,684,3.75703738
img_1,519,3.97632454
img_326,287,4.06700639
img_493,287,3.79426937
img_46,272,3.95898974
img_13,538,4.02923472
img_11,502,3.73211118
img_522,891,3.51163891
img_288,386,3.48846825
img_471,123,3.56761083
img_306,145,3.67829521
img_6,841,3.67255364
img_278,249,4.04442525
img_158,436,4.04620244
img_110,349,3.86348033
img_152,913,3.65811842
img_574,556,3.8942108
img_173,255,4.15012045
img_192,123,4.64509996
img_516,65,4.17789928
img_109,20,4.00841785
img_152,375,3.70292018
img_364,203,3.88307584
img_192,700,4.02271315
img_140,45,3.45119562
img_259,457,3.8472158
img_312,229,3.69963915
img_191,765,3.63553673
img_499,955,3.47642261
img_214,254,3.78741213
img_523,977,3.82605946
img_361,23,4.09359673
img_421,309,2.94470654
img_28,284,3.84467366
img_498,374,3.63993534
img_129,151,3.60717568
img_201,536,3.75303976
img_303,1070,3.47816896
img_124,578,3.6731783
img_1,582,3.83784005
img_237,103,3.46291084
img_20,322,3.31508239
img_71,257,3.72213024
img_326,510,3.90584191
img_561,323,3.88550851
img_311,164,4.10896746
img_272,576,3.76449104
img_107,241,3.58917109
img_49,123,3.94095567
img_259,530,3.91254821
img_233,346,4.17661897
img_573,862,3.64394521
img_28,729,3.91497147
img_538,515,3.84227262
img_526,27,3.58528979
img_140,128,3.37289677
img_134,90,3.4030838
img_200,75,4.0173189
img_111,511,3.52596406
img_66,23,3.74433965
img_195,66,3.76477221
img_386,386,3.35888243
img_137,65,4.38132158
img_525,470,4.00549543
img_191,705,3.79507364
img_411,107,4.02002354
img_262,244,3.53371028
img_19,631,3.8327425
img_111,1166,3.53684519
img_282,448,4.17466144
img_258,803,3.37685677
img_277,758,4.3382903
img_47,259,2.98566696
img_191,1042,4.05916051
img_13,1248,3.74662697
img_394,214,3.74624053
img_78,285,4.006989
img_78,969,3.75953042
img_154,313,3.94067747
img_72,317,3.96346636
img_247,353,3.71473128
img_102,208,3.55829797
img_265,225,3.86593229
img_282,976,3.6082182
img_14,642,3.64091941
img_134,51,4.14902112
img_502,55,4.40776209
img_28,15,4.67569684
img_229,166,3.38888369
img_335,26,3.46960778
img_124,119,3.67081845
img_122,199,3.68470518
img_44,398,3.436088
img_109,310,3.66919043
img_49,9,4.03402455
img_206,435,4.41511159
img_11,176,4.09543849
img_392,281,3.8670361
img_85,82,4.2007114
img_6,1070,3.73949488
img_2,969,3.83669598
img_495,134,4.61217669
img_122,356,3.72006685
img_52,171,4.01385654
img_272,496,3.95838705
img_106,394,3.5317089
img_531,97,3.41296552
img_221,834,3.65206046
img_312,38,3.72547527
img_229,264,3.44208234
img_339,119,3.42216562
img_120,295,3.61501604
img_58,141,3.83716611
img_499,242,3.79367343
img_296,150,3.81005489
img_562,10,3.86140889
img_546,690,3.75367098
img_53,505,3.93183599
img_539,410,3.72519818
img_41,42,3.67161758
img_463,214,4.12818868
img_526,105,4.03030024
img_42,407,3.42101235
img_375,1335,3.96068962
img_87,65,3.91632818
img_489,97,4.16968766
img_303,314,4.01567764
img_220,343,3.61570238
img_393,289,3.5715937
img_283,567,3.52984242
img_514,329,4.11940326
img_236,201,3.21064448
img_106,12,3.90377741
img_38,208,4.29789759
img_539,83,3.82208442
img_429,144,4.24096464
img_202,70,3.9532085
img_152,420,3.88584419
img_334,94,3.10576139
img_393,246,3.72374674
img_286,531,3.24733143
img_301,364,4.18465539
img_194,461,4.13502497
img_538,513,3.79683765
img_94,20,3.95672429
img_274,242,3.80138457
img_339,123,3.49995824
img_292,395,3.60464234
img_5,558,3.8471118
img_220,249,3.75580176
img_255,27,4.16422451
