img,id,length
img_385,690,3.80913596
img_525,391,3.63418249
img_338,167,3.4234876
img_3,33,4.22018264
img_13,1229,3.85125654
img_386,271,3.63829352
img_316,122,3.57148711
img_315,240,3.87974166
img_474,457,3.59307252
img_110,95,3.81604099
img_269,179,3.86053423
img_536,616,3.78011792
img_530,569,3.69102066
img_338,216,3.70123136
img_38,106,4.49885258
img_107,602,3.60933046
img_40,323,4.20048573
img_153,188,3.75489137
img_102,227,3.57497515
img_194,1043,3.7726068
img_29,212,3.78684853
img_433,13,3.88521682
img_366,162,4.31719148
img_565,169,3.90757844
img_38,111,4.35314392
img_254,74,4.07717806
img_514,278,4.15186774
img_256,199,3.66455784
img_271,852,3.77585319
img_524,944,3.96935539
img_227,349,3.56541034
img_21,595,3.74718873
img_375,143,3.99565808
img_574,1038,4.10151732
img_6,346,3.87118931
img_253,878,4.38893942
img_499,1044,3.76975674
img_496,458,3.88995878
img_204,657,3.96998775
img_64,16,3.70469116
img_3,77,4.25268423
img_196,140,3.95278434
img_540,79,4.17857688
img_523,547,3.74096669
img_524,732,3.84707907
img_475,288,3.66852375
img_542,24,3.48832697
img_11,755,3.57810579
img_282,834,4.19746437
img_331,521,3.47458366
img_69,191,3.57793362
img_316,131,3.56262042
img_489,31,4.09538421
img_1,594,3.59186781
img_6,818,3.88166003
img_282,768,3.96743562
img_132,104,3.71887133
img_493,407,3.54280179
img_21,611,3.19592717
img_14,566,3.737959
img_432,279,3.95015903
img_259,34,3.90711486
img_303,407,3.53249939
img_371,500,3.82475294
img_373,260,4.35321772
img_158,399,4.17489651
img_524,69,3.95203924
img_53,308,3.80194315
img_60,399,3.77850004
img_492,6,4.27503732
img_26,26,3.58144054
img_61,529,3.71243857
img_73,126,3.7148425
img_30,69,3.73598327
img_25,194,4.03419348
img_152,914,4.01794731
img_17,157,3.81127798
img_6,773,3.5530431
img_491,188,4.0868861
img_206,212,4.35976051
img_279,191,3.77753661
img_136,212,3.36614347
img_200,410,3.77081317
img_1,436,3.55945197
img_118,191,3.98751302
img_13,1228,3.82590623
img_361,11,3.81354299
img_286,594,3.52223121
img_543,15,4.07878611
img_2,472,3.53936581
img_259,216,3.98611409
img_13,1366,4.22400303
img_17,359,3.86983771
img_462,810,3.85734343
img_385,470,3.69728895
img_540,223,3.84532236
img_487,276,3.58705478
img_52,77,4.07863652
img_241,334,3.88041756
img_270,42,3.89847099
img_338,787,3.18982818
img_116,96,3.76101544
img_486,649,3.95409053
img_271,51,3.53352554
img_22,107,3.97177225
img_51,459,3.81680445
img_48,601,3.86509742
img_533,234,3.75323067
img_259,596,3.72860189
img_277,859,4.13403697
img_489,100,3.99489547
img_517,322,3.80961799
img_330,327,3.82343452
img_23,635,3.93303612
img_573,960,3.57767384
img_94,478,3.76108785
img_196,1693,3.82340065
img_138,300,3.4503825
img_23,715,4.07412295
img_113,52,3.92349353
img_341,794,3.35880603
img_123,134,4.42475564
img_125,49,3.90070134
img_196,1166,3.57579778
img_505,651,3.79794914
img_205,354,4.11588877
img_140,598,3.39024202
img_396,387,3.7109283
img_135,152,4.08226519
img_134,286,4.04756611
img_102,37,3.82168548
img_116,340,3.92119088
img_37,205,3.35833721
img_392,120,3.83679871
img_237,405,3.16057987
img_491,9,4.2652487
img_277,1089,3.91079528
img_561,392,3.15643775
img_534,191,3.82673966
img_572,453,3.99736502
img_253,980,4.27565901
img_125,59,3.95391321
img_77,1540,3.42652854
img_221,900,3.65375329
img_21,219,3.84743861
img_211,333,4.147839
img_486,675,3.85237886
img_36,118,4.08664245
img_196,1286,3.84493136
img_495,143,4.48642025
img_489,188,3.98662283
img_497,57,3.71052518
img_15,644,3.6096363
img_13,1367,3.74967989
img_391,164,3.38423563
img_298,67,3.40039981
img_539,6,4.25801674
img_15,252,3.94043397
img_529,121,3.70495389
img_196,834,3.48966771
img_254,51,3.87953087
img_100,18,3.90179474
img_339,391,3.30541508
img_296,35,3.83061926
img_247,101,3.77573297
img_20,620,3.74839528
img_284,364,3.79852528
img_196,1338,3.61301709
img_562,39,3.90946392
img_61,160,3.57127704
img_200,866,3.85040717
img_217,107,3.71214799
img_461,226,3.84048773
img_78,656,4.01697139
img_303,970,3.56824677
img_564,162,3.82549741
img_305,649,3.57409347
img_265,174,3.99805623
img_288,499,3.51357884
img_78,1652,3.63302073
img_201,1089,3.82677823
img_543,240,3.44405103
img_194,388,3.98555519
img_42,214,3.5850862
img_377,237,3.54389867
img_281,438,3.86211117
img_256,134,3.80808013
img_288,564,3.60158993
img_28,1145,3.41820308
img_271,97,4.02259031
img_189,220,3.44678854
img_500,283,3.98100288
img_63,31,3.83617959
img_338,127,3.85786608
img_109,207,3.61286694
img_279,166,4.14623492
img_495,490,4.15604812
img_307,53,3.6574654
img_522,39,3.84257735
img_172,241,3.67291846
img_376,249,3.74304383
img_386,473,3.37598838
img_521,1797,3.83605306
img_230,836,3.16409522
img_50,581,3.56764717
img_109,132,3.8966246
img_431,32,4.56658464
img_452,313,3.50344153
img_139,146,3.73577754
img_246,189,4.17213694
img_134,463,3.64070966
img_194,1049,3.95068733
img_13,166,4.09540296
img_307,93,3.77952848
img_523,773,3.98609354
img_462,623,3.49322451
img_247,560,3.53840114
img_288,660,3.44826632
img_279,95,3.83819144
img_117,138,4.02693438
img_522,505,3.52600176
img_193,11,3.56825024
img_375,412,4.03184704
img_319,184,3.66905621
img_119,530,3.78172536
img_571,6,3.99044086
img_328,336,3.82920316
img_14,718,3.78814748
img_305,471,3.67565752
img_293,97,4.05422823
img_126,174,3.69722087
img_77,242,3.90478341
img_309,2,4.55204458
img_530,80,3.81488775
img_257,170,3.67749763
img_430,3,3.91059189
img_385,255,3.66082976
img_277,583,3.60937096
img_237,43,3.39358142
img_543,11,3.98842649
img_204,870,3.80596975
img_464,105,4.07452624
img_221,21,3.80284681
img_33,929,3.8997835
img_495,289,4.58098056
img_127,465,3.33384803
img_196,1524,3.5166847
img_249,22,3.832383
img_253,1167,4.11399273
img_532,547,3.59532138
img_561,358,3.70685276
img_206,131,3.91364713
img_367,276,4.17284061
img_109,3,4.32707645
img_523,113,3.75958669
img_331,52,4.15744613
img_108,559,3.80777539
img_338,280,3.84001941
img_111,52,3.84207911
img_3,101,3.97552841
img_274,125,3.99540132
img_38,317,4.52808609
img_192,432,4.19120715
img_6,766,3.82895791
img_259,484,3.87465202
img_424,46,3.72146357
img_210,41,4.26922133
img_301,1448,3.73354918
img_564,468,3.50253221
img_23,318,4.01105115
img_515,158,4.16749869
img_509,63,3.06417587
img_428,53,3.98916247
img_247,300,3.67900282
img_127,315,3.49816123
img_287,237,3.34612709
img_262,119,3.61840817
img_492,825,3.99547687
img_522,508,3.72089645
img_196,184,3.93715446
img_192,712,3.87883875
img_191,1674,3.70966471
img_262,117,3.43966254
img_271,276,3.86188297
img_487,514,3.89374385
img_203,230,3.90773286
img_193,516,3.67107493
img_76,21,4.00677076
img_253,1255,4.17745704
img_247,526,3.66424308
img_498,1000,3.49706497
img_252,622,3.57623173
img_411,609,3.85045541
img_514,175,4.0242765
img_192,105,3.96812318
img_199,146,3.73005095
img_525,196,3.77717088
img_206,61,3.65610567
img_495,140,4.50906215
img_119,319,3.93691875
img_540,277,3.07261727
img_385,341,3.681052
img_152,668,3.84537495
img_499,192,3.63586154
img_106,506,3.56606429
img_124,269,3.78840127
img_522,846,3.39343119
img_219,3,3.87565988
img_259,322,3.92323268
img_207,56,4.20087586
img_112,340,4.11544124
img_152,395,3.90936892
img_60,214,3.59354087
img_462,855,3.99268517
img_524,479,3.86094751
img_533,170,3.43094224
img_195,912,3.53611894
img_303,1045,3.67950678
img_57,153,3.82424441
img_5,239,3.90517366
img_252,569,3.7460483
img_328,482,3.83938665
img_546,730,3.99830352
img_193,72,3.73553099
img_221,1030,3.54841763
img_195,659,3.61013185
img_387,324,4.14913638
img_35,103,3.7912386
img_78,101,4.08502927
img_52,19,4.16948438
img_385,286,3.90112933
img_490,337,2.97604777
img_107,431,3.5145117
img_292,152,3.56466384
img_387,129,3.61814266
img_115,603,2.95066848
img_206,516,4.17159046
img_42,148,3.54236976
img_533,284,3.33443523
img_134,54,4.49588604
img_17,248,4.24863713
img_27,101,3.49024555
img_47,599,3.60959681
img_573,983,3.86102806
img_502,342,4.31365226
img_191,1816,3.755384
img_272,481,3.94702539
img_16,343,3.95736666
img_20,341,3.53709004
img_154,863,3.89099892
img_499,356,3.62731362
img_527,195,3.65714949
img_110,350,3.90316206
img_201,35,4.24181089
img_198,497,3.67907785
img_129,246,3.7800834
img_11,129,3.99468982
img_539,428,3.84903356
img_182,184,3.94477729
img_60,257,3.78548323
img_267,107,3.77127232
img_373,138,4.30054683
img_267,40,4.18923054
img_227,68,3.73443292
img_531,165,3.46192797
img_538,31,3.78982918
img_226,127,3.73169504
img_66,192,3.52679241
img_200,1595,3.62985804
img_77,341,3.95807457
img_122,443,3.74319594
img_92,127,4.06842856
img_496,641,3.90031638
img_308,56,3.57475304
img_306,198,3.54838997
img_11,68,4.053985
img_196,858,3.61457977
img_33,742,3.76882788
img_229,250,3.39742867
img_287,665,3.29630367
img_16,292,3.83536234
img_283,590,3.65274856
img_114,246,3.70604433
img_492,52,3.88323396
img_30,143,3.82865518
img_387,596,2.9992123
img_332,84,3.78511328
img_276,346,3.80480092
img_247,328,4.04836714
img_255,816,3.20497623
img_4,167,4.02281128
img_204,80,4.32561518
img_341,147,3.34083684
img_2,288,3.65520529
img_293,205,3.37447846
img_283,100,3.79203554
img_573,864,3.69445178
img_271,885,3.907186
img_306,149,3.65120492
img_384,137,3.81761895
img_123,57,4.3364346
img_251,449,3.78959284
img_452,55,3.80293652
img_154,182,4.10428981
img_472,817,3.72843048
img_298,17,3.87659604
img_62,450,3.8215899
img_253,200,3.88881414
img_33,257,4.67913995
img_315,316,3.88912999
img_277,1396,3.60768262
img_17,580,3.57504373
img_66,106,3.51244549
img_305,1144,3.62469409
img_192,546,3.68097702
img_11,266,3.78601955
img_277,651,4.22502893
img_255,731,3.71405636
img_532,643,3.41671626
img_151,275,3.71048124
img_543,51,3.78972526
img_372,97,3.74072617
img_285,36,4.12102993
img_543,2,4.25544476
img_221,873,3.54198741
img_255,214,3.69511832
img_191,1068,3.65643373
img_156,593,3.6503023
img_282,1221,3.89617603
img_34,259,3.71965303
img_23,4,4.11521295
img_61,651,3.59399322
img_124,625,3.69849226
img_197,669,3.5247269
img_63,43,3.75538518
img_532,67,3.6767743
img_367,323,4.33129902
img_314,220,3.95029584
img_35,230,3.7595387
img_252,347,3.78478307
img_49,276,3.72623811
img_335,73,3.78704442
img_78,1357,3.81688545
img_297,36,3.5631391
img_282,1494,4.26284033
img_301,679,3.87767872
img_95,277,3.70469247
img_181,54,4.09803206
img_25,121,4.22351608
img_334,28,3.95889944
img_367,226,4.64558495
img_492,106,3.90808611
img_106,645,3.50100823
img_196,34,4.02618402
img_123,279,3.76247514
img_526,425,3.48656152
img_205,268,4.1100354
img_339,568,3.13619178
img_77,1511,3.72820857
img_338,489,3.70635808
img_521,674,4.38733973
img_268,96,4.07297952
img_314,93,4.00652008
img_14,358,3.75499872
img_58,144,3.80584879
img_386,60,3.57307174
img_230,256,3.16773663
img_102,266,3.49728475
img_537,302,3.58051985
img_95,114,3.81648599
img_191,1612,3.41381322
img_48,452,3.43909819
img_266,313,3.11106032
img_280,5,4.38455547
img_107,509,3.55344693
img_221,1050,3.56071243
img_5,555,3.80987835
img_254,96,3.95159999
img_77,814,3.69494705
img_472,325,3.83703571
img_493,186,3.90183385
img_192,254,4.03598154
img_19,951,3.73357646
img_212,160,3.86815064
img_29,339,3.49622114
img_521,1740,4.1990657
img_421,351,3.94336092
img_195,297,3.75431629
img_521,1269,4.15837067
img_112,303,3.4001331
img_539,416,3.73040999
img_221,635,3.62034554
img_311,59,3.80782586
img_316,227,3.62055903
img_42,414,3.39065766
img_230,138,3.41711141
img_239,65,3.73280433
img_411,483,3.9125901
img_47,507,3.40878164
img_154,394,3.86932167
img_200,112,3.95791498
img_391,189,3.57618908
img_29,278,3.63069394
img_280,293,3.83872926
img_106,546,3.65800977
img_291,53,3.9756338
img_334,297,3.92482057
img_46,343,3.54093537
img_574,852,3.7330513
img_573,391,3.76863629
img_230,598,3.27305863
img_486,610,4.21637372
img_310,150,3.43724312
img_499,979,3.81890627
img_32,207,4.00201777
img_373,143,4.05731258
img_367,43,4.1842806
img_306,386,3.41398727
img_121,177,4.03170636
img_573,240,3.88410746
img_20,1188,3.63215201
img_7,595,3.71764094
img_1,192,3.82787833
img_287,575,3.47297613
img_486,110,4.07060486
img_23,15,4.43791865
img_236,64,3.41887905
img_488,228,4.13097551
img_499,407,3.84136765
img_209,54,4.30916253
img_128,259,3.69347963
img_362,204,3.71840981
img_524,579,3.99573685
img_338,424,3.40119038
img_564,309,3.55220016
img_258,391,3.46373696
img_472,993,3.69185381
img_227,358,4.04478536
img_6,791,3.65452626
img_17,561,3.62503178
img_514,244,3.93238321
img_272,1197,3.83369469
img_122,174,3.62519728
img_462,175,4.08331136
img_172,22,4.45169269
img_393,139,3.96430535
img_92,1146,4.00587622
img_197,818,3.53299922
img_243,249,3.74180122
img_494,241,3.93929363
img_385,233,3.86939038
img_64,180,3.47797386
img_188,210,3.72962823
img_505,366,3.87728635
img_265,278,4.00583088
img_496,587,3.95171043
img_12,295,3.75149755
img_12,120,3.95579643
img_78,1545,3.50801151
img_137,471,3.53942452
img_262,75,3.61980779
img_158,756,3.73024855
img_107,501,3.64248858
img_565,773,3.59045728
img_152,17,4.61877552
img_200,532,3.65750669
img_287,178,3.55066947
img_111,109,3.93316623
img_525,220,3.71226438
img_499,61,3.67890037
img_205,12,4.17722273
img_387,12,3.86973599
img_374,123,4.37046383
img_24,161,3.94922077
img_338,796,3.34366271
img_90,235,3.88341409
img_20,579,3.44133946
img_302,590,4.01707072
img_381,134,3.40470585
img_521,922,3.93207996
img_4,346,3.63602518
img_195,567,3.79667541
img_320,25,3.92216262
img_126,767,3.63279195
img_17,607,3.80985724
img_191,978,3.683957
img_154,611,4.02298296
img_198,168,3.81740115
img_192,498,4.21234695
img_326,36,3.71347115
img_472,749,3.67032626
img_536,307,4.17472348
img_124,530,3.70379121
img_286,1031,3.32172602
img_271,927,3.8326496
img_60,589,3.62299034
img_257,333,3.52111519
img_253,846,4.10038649
img_158,103,3.97786139
img_49,30,3.83443928
img_462,649,4.01566232
img_338,1147,3.69722668
img_422,25,3.62625588
img_193,251,3.57952925
img_299,156,3.44435515
img_233,34,4.50162747
img_291,285,3.54556565
img_201,676,3.557151
img_375,961,3.91957427
img_45,414,3.47036118
img_269,220,3.63162714
img_77,1211,3.9327185
img_77,950,4.1243564
img_371,517,3.95264371
img_461,148,3.67585302
img_279,99,4.01951156
img_23,579,3.91493926
img_78,1608,3.64572335
img_6,664,3.82981474
img_421,268,3.9124845
img_13,1348,3.80239717
img_72,249,3.90653198
img_291,200,3.95515486
img_280,401,3.50935098
img_266,128,3.31190701
img_523,568,3.89799475
img_564,342,3.60039197
img_472,234,3.69477591
img_301,129,4.03905085
img_90,139,4.02534651
img_206,169,3.71846013
img_421,76,4.11332862
img_111,345,3.81504897
img_270,183,3.95387466
img_299,76,3.80806295
img_14,832,3.55908704
img_265,177,4.09830599
img_259,704,3.77441633
img_106,564,3.59481707
img_331,317,3.22345608
img_19,20,3.70863707
img_53,321,3.8256677
img_474,114,3.66256471
img_500,153,4.0749153
img_474,90,3.62363243
img_153,243,3.77378115
img_340,183,3.72230407
img_492,807,3.88804086
img_565,473,3.53484041
img_11,435,3.84294914
img_72,306,4.15790515
img_286,974,3.51520544
img_50,183,3.55989148
img_17,636,3.71023857
img_499,437,3.39771832
img_501,241,4.04969397
img_248,84,3.61803137
img_4,26,3.86891236
img_270,391,3.93601544
img_113,145,3.86389871
img_28,1476,3.80746333
img_266,292,2.83708594
img_38,404,4.21210686
img_156,253,4.01587152
img_371,409,3.52373048
img_119,520,3.93597219
img_489,172,3.95134584
img_361,3,4.13216901
img_375,377,4.00208753
img_526,400,3.44340673
img_302,207,3.95671152
img_532,485,3.5747172
img_241,185,4.09313751
img_298,59,3.73745465
img_152,696,3.92373618
img_25,302,3.82598683
img_228,66,3.67599174
img_292,216,3.77692384
img_462,499,4.21568517
img_73,205,3.93545352
img_123,209,3.98094702
img_7,559,3.95480076
img_318,5,3.97703115
img_140,444,3.45497491
img_434,202,3.79432525
img_526,4,3.61366315
img_205,553,4.033686
img_499,410,3.64764223
img_61,329,4.0734204
img_303,956,3.68806992
img_126,746,3.42083764
img_539,222,4.01455211
img_279,215,3.76459448
img_272,1244,3.76007464
img_110,337,3.8051437
img_32,188,3.94965267
img_375,434,4.18598026
img_563,225,3.55714063
img_573,503,3.66842736
img_229,33,3.69455819
img_411,40,4.1069722
img_194,582,3.94907385
img_395,153,3.56603373
img_493,352,3.19585849
img_77,855,3.83719929
img_430,2,4.64864336
img_200,1329,3.80458572
img_6,606,4.14174624
img_546,408,4.24543619
img_429,222,4.05562188
img_279,225,4.00077901
img_271,1092,3.83952295
img_329,304,4.03609904
img_43,166,3.46716771
img_462,322,4.10497444
img_39,2,4.01256689
img_6,603,3.80827323
img_471,89,3.83517096
img_271,470,3.93935783
img_327,182,3.77575676
img_530,553,3.76966248
img_6,134,3.82545586
img_265,101,3.97006295
img_432,321,3.80787024
img_57,230,3.87790585
img_32,89,4.23039996
img_421,274,4.08135781
img_45,30,3.63132056
img_462,139,4.14215283
img_303,428,4.16754067
img_261,116,3.76559432
img_73,110,3.95117929
img_335,393,3.53307358
img_23,110,3.93520003
img_204,547,3.98364373
img_2,804,4.12939139
img_197,214,3.65144537
img_364,23,3.75858292
img_471,591,3.60944518
img_288,692,3.27601821
img_287,364,3.37557419
img_527,630,3.65173142
img_489,267,4.17833462
img_472,639,3.78218188
img_493,141,3.84075399
img_77,758,4.05993354
img_273,30,3.90841968
img_13,944,3.95479604
img_77,1300,4.23687879
img_491,368,4.269783
img_514,29,4.30361531
img_511,52,4.44667178
img_246,555,3.36900171
img_33,459,4.0250182
img_230,169,3.39411851
img_57,396,3.59343637
img_153,342,3.75950637
img_495,396,4.11810276
img_13,992,4.02098388
img_204,433,3.79565756
img_288,832,3.3680328
img_286,382,3.81745168
img_411,686,4.12169878
img_498,1139,3.54968618
img_229,155,3.35735083
img_254,103,3.90006251
img_25,6,4.4680841
img_28,1340,3.62366752
img_486,14,4.20436396
img_63,136,3.65336463
img_305,1179,3.63437329
img_257,967,3.58392028
img_33,93,4.13418556
img_4,96,3.94634355
img_256,823,3.62961249
img_236,106,3.43851963
img_475,320,3.54189932
img_377,448,3.45831521
img_2,275,3.89719592
img_27,30,3.41333625
img_486,707,3.88581241
img_221,388,3.52162596
img_202,152,4.10235602
img_522,17,3.555919
img_522,474,3.58729461
img_61,402,3.67424125
img_111,1323,3.58976373
img_12,1115,3.69837542
img_220,252,3.75917031
img_335,382,3.74177876
img_371,83,3.84491098
img_103,162,3.66771503
img_282,271,4.2342755
img_254,458,3.72780632
img_106,300,3.7024992
img_123,17,4.19771106
img_339,504,3.36957833
img_538,246,4.7084023
img_211,522,3.8058478
img_487,217,3.83165013
img_378,106,3.63508265
img_255,877,3.43905249
img_85,26,4.1851176
img_375,715,4.15459553
img_50,624,3.62801032
img_129,893,3.49373664
img_194,1196,3.81758071
img_194,369,3.78087519
img_521,566,4.48409228
img_22,259,4.1792276
img_517,460,3.77239239
img_101,289,3.19269686
img_376,30,4.73183059
img_201,8,3.71564273
img_196,392,3.80628673
img_565,389,2.86843872
img_522,372,3.36858767
img_310,71,3.42013832
img_231,35,3.58725657
img_111,1539,4.27194984
img_50,240,3.73710313
img_265,28,4.36856738
img_277,1552,4.09994151
img_92,47,3.86969735
img_25,238,4.1983236
img_367,270,4.43790084
img_255,22,3.51127731
img_293,165,3.84852277
img_20,1072,3.46564135
img_110,26,3.81738074
img_538,200,3.92613478
img_389,47,3.57512104
img_514,308,4.15294741
img_74,114,4.04053842
img_377,130,3.59337863
img_296,296,3.48515748
img_287,429,3.16120757
img_546,726,3.99555355
img_366,264,4.42246149
img_411,671,4.03018746
img_154,171,3.93686054
img_26,884,3.34055132
img_6,1019,3.70128052
img_472,115,3.82444699
img_197,398,3.7563188
img_33,537,3.74505074
img_7,322,4.09175735
img_89,271,3.76381462
img_536,124,3.69897962
img_521,400,4.35471661
img_77,1290,3.60444848
img_25,354,4.14000489
img_523,327,3.83524364
img_388,62,3.73807836
img_521,1035,4.26750576
img_112,483,3.59933983
img_496,28,4.13277851
img_22,218,4.003779
img_522,913,3.22432209
img_257,511,3.92034282
img_524,800,3.89630076
img_239,74,3.52853443
img_341,205,3.42507086
img_151,76,3.85072594
img_326,370,3.9023582
img_373,271,4.2018701
img_499,314,3.74114037
img_538,565,3.75767334
img_172,67,3.86141249
img_565,871,3.65329461
img_272,977,3.88223417
img_43,260,3.47154721
img_91,45,3.68374741
img_522,939,3.13983196
img_305,1033,3.45249905
img_201,810,3.7676264
img_211,30,4.22135122
img_24,201,3.89147196
img_293,548,3.92819403
img_28,678,4.57623536
img_125,79,3.74054481
img_301,535,3.96389572
img_392,148,4.13782892
img_185,75,4.0662481
img_21,430,3.99088795
img_45,217,3.24771832
img_521,1394,3.85589419
img_301,507,3.88712666
img_22,120,4.12194783
img_385,127,3.91387092
img_253,1136,4.26406788
img_514,19,4.29151855
img_523,57,4.02133598
img_452,143,3.55052543
img_154,762,3.8223329
img_203,42,3.82529132
img_111,435,3.63690275
img_538,231,3.94589447
img_230,408,3.35191694
img_561,319,3.80723356
img_371,267,3.92822434
img_411,405,3.99971617
img_182,69,4.06871673
img_301,1068,3.74467922
img_111,1334,2.89076147
img_248,127,3.35432079
img_205,652,3.8614317
img_574,773,4.01275652
img_314,292,3.95715106
img_211,253,4.12059925
img_89,120,3.2285478
img_237,95,3.42022208
img_246,375,3.57747756
img_137,125,3.87015934
img_259,671,3.76684267
img_327,156,4.10883856
img_26,822,3.58978278
img_275,153,3.77064649
img_259,262,3.95368318
img_24,835,3.84330429
img_157,371,3.73375198
img_330,348,3.82985847
img_488,370,3.99842693
img_191,721,3.6265279
img_375,1300,3.78214076
img_126,150,3.77560174
img_328,264,3.95447521
img_305,219,3.64411163
img_564,198,3.55478444
img_152,579,3.757321
img_191,783,3.64818373
img_319,110,3.90539791
img_244,129,4.0425635
img_214,292,3.88498078
img_532,68,3.63624475
img_258,58,3.7366219
img_495,281,4.30064668
img_284,441,3.66668665
img_152,952,3.57717436
img_526,101,3.43700989
img_524,357,4.07847256
img_60,242,4.06903411
img_392,157,4.10934927
img_471,569,3.60074568
img_540,17,4.07496821
img_565,643,3.54339718
img_221,917,3.46709772
img_489,205,3.92505471
img_7,685,3.68690552
img_392,110,3.91298079
img_496,636,4.13765532
img_124,81,3.74236954
img_472,173,3.94542165
img_7,571,3.78008772
img_192,667,4.03224093
img_196,148,4.20222846
img_192,295,4.36520948
img_195,196,3.64361032
img_19,582,3.75384873
img_212,176,3.55022784
img_237,334,3.31777216
img_381,9,4.09382352
img_14,393,3.75705871
img_1,18,4.12500655
img_134,317,3.94486764
img_27,304,3.74191478
img_246,332,4.07584592
img_282,398,4.32298601
img_384,261,3.50560438
img_530,376,4.00085459
img_506,29,3.61877834
img_77,1208,3.77273811
img_194,633,3.57325954
img_573,814,3.23942498
img_53,738,3.81551049
img_256,742,3.55922332
img_4,387,3.91420869
img_287,326,3.31976626
img_495,750,3.76537267
img_220,195,3.72511007
img_209,157,4.2393068
img_270,395,4.04917208
img_91,123,3.74308462
img_565,113,3.91879743
img_540,31,4.11974713
img_126,268,3.60148096
img_573,757,3.89111022
img_13,1444,3.79712983
img_106,491,3.71787341
img_96,352,3.66717975
img_26,653,3.40917529
img_464,305,4.13559755
img_156,387,3.81002752
img_228,258,3.46247404
img_19,636,3.95331749
img_298,63,3.67142819
img_340,442,3.29816273
img_77,1166,3.90799478
img_282,683,3.59323096
img_1,277,3.78504286
img_191,519,3.58038562
img_116,158,3.96140048
img_546,374,4.15558742
img_269,201,3.86409129
img_335,307,3.58614189
img_46,35,4.08341644
img_252,58,4.27413725
img_121,11,4.16151868
img_523,427,3.87107061
img_311,194,3.69256397
img_306,117,3.6466421
img_71,319,3.76714864
img_26,511,3.47725159
img_257,164,3.73125708
img_200,16,3.81861271
img_107,272,3.61302163
img_20,913,3.46347188
img_12,38,4.12563586
img_336,268,3.74557118
img_24,96,3.94861306
img_330,429,3.79956308
img_257,160,3.77637471
img_331,323,3.87103608
img_208,60,3.22716476
img_286,679,3.27149148
img_154,221,4.2470513
img_42,202,3.52090811
img_286,419,3.51213597
img_305,93,3.81801144
img_389,145,3.63409149
img_526,48,3.79789014
img_385,25,3.80972481
img_306,429,3.63829548
img_282,269,4.07843667
img_241,463,3.75134979
img_502,287,4.11945253
img_284,113,3.89446492
img_158,13,4.31076366
img_54,37,4.16848953
img_271,311,3.67642817
img_95,238,3.90686157
img_242,166,3.9675766
img_123,244,4.08048876
img_200,1303,3.76057454
img_518,92,3.90656626
img_152,652,3.94913556
img_304,84,4.12182112
img_237,143,3.36153246
img_71,59,3.96023461
img_239,24,3.4267746
img_326,396,4.14488199
img_157,91,4.04777947
img_117,150,4.39055736
img_60,389,3.65567759
img_261,41,3.99617303
img_303,9,3.77656314
img_236,284,3.39103008
img_515,407,4.07265502
img_33,133,4.30610321
img_198,298,3.66535804
img_341,14,3.44459483
img_131,313,3.67922353
img_126,352,3.63658554
img_89,224,3.5621343
img_364,41,4.08964549
img_426,190,4.13572807
img_49,138,3.95502003
img_537,18,3.93144387
img_108,261,3.9295799
img_12,1146,3.68173433
img_38,335,4.57408622
img_473,140,3.7159156
img_42,65,3.54723757
img_129,148,3.55602764
img_92,832,3.73419097
img_495,189,4.54962895
img_237,397,3.43486241
img_154,449,3.66449682
img_424,8,4.11339172
img_220,218,3.6450048
img_91,8,3.82457663
img_108,125,3.9680814
img_196,505,3.66257118
img_496,747,3.90465958
img_134,44,4.05328279
img_13,498,3.77583433
img_49,132,3.9856885
img_228,218,3.54049138
img_191,98,3.86518451
img_13,147,4.23170201
img_13,631,4.19105532
img_40,265,4.25902182
img_362,26,3.94192529
img_191,1960,3.33258052
img_574,874,3.6513092
img_277,1390,3.96061595
img_201,693,4.59453376
img_302,597,4.0621454
img_378,188,3.62641009
img_372,134,3.54132914
img_522,775,3.27582482
img_434,4,4.3369947
img_282,1050,3.9019596
img_49,48,3.82377392
img_385,518,3.9101077
img_270,333,3.87972557
img_386,301,3.31698544
img_258,81,3.58863648
img_499,327,3.57588406
img_109,242,3.85925213
img_493,166,3.91945438
img_305,908,3.77037309
img_501,103,4.21346706
img_221,404,3.63419621
img_246,587,3.64684063
img_195,460,3.6087061
img_217,220,3.55063124
img_193,356,3.26765543
img_26,459,3.38962488
img_49,182,4.11437279
img_395,197,3.43108154
img_237,202,3.47389119
img_4,21,3.98771095
img_200,427,3.85718232
img_540,268,3.90765603
img_61,448,3.58787027
img_90,245,4.08764544
img_339,383,3.12055496
img_46,43,3.73557615
img_3,59,3.95553599
img_33,570,3.97007263
img_194,610,3.80230688
img_1,159,3.90022278
img_158,228,3.96720975
img_529,242,3.11513806
img_561,271,3.23394435
img_487,6,3.86649775
img_198,27,3.78759727
img_92,461,3.91570286
img_233,106,4.26447595
img_518,90,4.02434285
img_267,14,4.01670301
img_152,873,3.88940874
img_115,634,3.84063594
img_266,326,3.22437778
img_530,176,3.61313076
img_110,106,3.96960733
img_201,824,3.9147783
img_486,317,3.79525764
img_499,936,3.59771739
img_519,101,4.16118148
img_264,19,3.7528728
img_472,1132,3.60005616
img_562,79,3.6420825
img_253,1383,3.91337196
img_253,713,4.24812979
img_362,312,3.19876779
img_151,404,3.78800285
img_367,37,4.6458983
img_304,543,3.87269131
